Tissue	Samples	Combo	Metric	Value	SamplesLabel	figure_id	panel_id	dataset	N	Mean	SD	SE	CI_lower	CI_upper	Sample	Type	Sn	nrPre	1/red	1-FDR	PDR	rPre
Brain	4	B31_B32_B33_B35	F1	82.3529411764706	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B32_B34_B35	Sensitivity	73.4375	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B32_B34_B35	Non-redundant Precision	87.03703703703704	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B32_B34_B35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B32_B34_B35	1 - FDR	87.03703703703704	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B32_B34_B35	PDR	79.6875	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B32_B34_B35	F1	79.66101694915254	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B33_B34_B35	Sensitivity	76.5625	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B33_B34_B35	Non-redundant Precision	89.0909090909091	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B33_B34_B35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B33_B34_B35	1 - FDR	89.0909090909091	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B33_B34_B35	PDR	81.25	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B31_B33_B34_B35	F1	82.3529411764706	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B32_B33_B34_B35	Sensitivity	75	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B32_B33_B34_B35	Non-redundant Precision	88.88888888888889	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B32_B33_B34_B35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B32_B33_B34_B35	1 - FDR	88.88888888888889	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B32_B33_B34_B35	PDR	79.6875	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	B32_B33_B34_B35	F1	81.35593220338983	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	B31_B32_B33_B34_B35	Sensitivity	76.5625	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	B31_B32_B33_B34_B35	Non-redundant Precision	89.0909090909091	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	B31_B32_B33_B34_B35	Inv. Redundancy	100	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	B31_B32_B33_B34_B35	1 - FDR	89.0909090909091	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	B31_B32_B33_B34_B35	PDR	81.25	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	B31_B32_B33_B34_B35	F1	82.3529411764706	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K31.isoforms	Sensitivity	71.11111111111111	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K31.isoforms	Non-redundant Precision	59.25925925925925	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K31.isoforms	Inv. Redundancy	77.08333333333333	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K31.isoforms	1 - FDR	59.25925925925926	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K31.isoforms	PDR	82.22222222222221	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K31.isoforms	F1	64.64646464646464	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K32.isoforms	Sensitivity	73.33333333333333	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K32.isoforms	Non-redundant Precision	67.3469387755102	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K32.isoforms	Inv. Redundancy	82.22222222222221	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K32.isoforms	1 - FDR	67.34693877551021	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K32.isoforms	PDR	82.22222222222221	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K32.isoforms	F1	70.2127659574468	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K33.isoforms	Sensitivity	64.44444444444444	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K33.isoforms	Non-redundant Precision	61.702127659574465	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K33.isoforms	Inv. Redundancy	83.33333333333334	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K33.isoforms	1 - FDR	61.702127659574465	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K33.isoforms	PDR	77.77777777777779	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K33.isoforms	F1	63.04347826086957	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K34.isoforms	Sensitivity	64.44444444444444	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K34.isoforms	Non-redundant Precision	61.702127659574465	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K34.isoforms	Inv. Redundancy	83.33333333333334	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K34.isoforms	1 - FDR	61.702127659574465	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K34.isoforms	PDR	77.77777777777779	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K34.isoforms	F1	63.04347826086957	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K35.isoforms	Sensitivity	62.22222222222222	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K35.isoforms	Non-redundant Precision	63.63636363636363	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K35.isoforms	Inv. Redundancy	78.57142857142857	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K35.isoforms	1 - FDR	63.63636363636363	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K35.isoforms	PDR	73.33333333333333	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	K35.isoforms	F1	62.92134831460675	1	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K32	Sensitivity	73.33333333333333	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K32	Non-redundant Precision	89.1891891891892	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K32	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K32	1 - FDR	89.1891891891892	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K32	PDR	77.77777777777779	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K32	F1	80.48780487804879	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K33	Sensitivity	66.66666666666666	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K33	Non-redundant Precision	85.71428571428571	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K33	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K33	1 - FDR	85.71428571428572	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K33	PDR	73.33333333333333	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K33	F1	75	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K34	Sensitivity	66.66666666666666	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K34	Non-redundant Precision	88.23529411764706	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K34	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K34	1 - FDR	88.23529411764706	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K34	PDR	73.33333333333333	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K34	F1	75.94936708860759	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K35	Sensitivity	64.44444444444444	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K35	Non-redundant Precision	87.87878787878788	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K35	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K35	1 - FDR	87.87878787878788	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K35	PDR	71.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K31_K35	F1	74.35897435897436	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K33	Sensitivity	68.88888888888889	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K33	Non-redundant Precision	86.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K33	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K33	1 - FDR	86.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K33	PDR	73.33333333333333	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K33	F1	76.5432098765432	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K34	Sensitivity	68.88888888888889	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K34	Non-redundant Precision	86.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K34	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K34	1 - FDR	86.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K34	PDR	75.55555555555556	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K34	F1	76.5432098765432	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K35	Sensitivity	66.66666666666666	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K35	Non-redundant Precision	85.71428571428571	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K35	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K35	1 - FDR	85.71428571428572	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K35	PDR	73.33333333333333	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K32_K35	F1	75	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K34	Sensitivity	64.44444444444444	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K34	Non-redundant Precision	85.29411764705883	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K34	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K34	1 - FDR	85.29411764705883	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K34	PDR	71.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K34	F1	73.41772151898735	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K35	Sensitivity	62.22222222222222	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K35	Non-redundant Precision	84.84848484848484	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K35	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K35	1 - FDR	84.84848484848484	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K35	PDR	68.88888888888889	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K33_K35	F1	71.79487179487178	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K34_K35	Sensitivity	60	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K34_K35	Non-redundant Precision	79.41176470588235	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K34_K35	Inv. Redundancy	100	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K34_K35	1 - FDR	79.41176470588235	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K34_K35	PDR	71.11111111111111	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	K34_K35	F1	68.35443037974683	2	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K33	Sensitivity	73.33333333333333	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K33	Non-redundant Precision	86.8421052631579	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K33	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K33	1 - FDR	86.84210526315789	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K33	PDR	77.77777777777779	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K33	F1	79.51807228915662	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K34	Sensitivity	73.33333333333333	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K34	Non-redundant Precision	84.61538461538461	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K34	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K34	1 - FDR	84.61538461538461	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K34	PDR	80	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K34	F1	78.57142857142856	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K35	Sensitivity	73.33333333333333	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K35	Non-redundant Precision	84.61538461538461	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K35	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K35	1 - FDR	84.61538461538461	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K35	PDR	80	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K32_K35	F1	78.57142857142856	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K34	Sensitivity	68.88888888888889	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K34	Non-redundant Precision	83.78378378378379	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K34	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K34	1 - FDR	83.78378378378378	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K34	PDR	75.55555555555556	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K34	F1	75.60975609756098	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K35	Sensitivity	68.88888888888889	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K35	Non-redundant Precision	83.78378378378379	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K35	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K35	1 - FDR	83.78378378378378	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K35	PDR	75.55555555555556	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K33_K35	F1	75.60975609756098	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K34_K35	Sensitivity	68.88888888888889	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K34_K35	Non-redundant Precision	83.78378378378379	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K34_K35	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K34_K35	1 - FDR	83.78378378378378	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K34_K35	PDR	77.77777777777779	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K31_K34_K35	F1	75.60975609756098	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K34	Sensitivity	71.11111111111111	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K34	Non-redundant Precision	84.21052631578947	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K34	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K34	1 - FDR	84.21052631578948	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K34	PDR	77.77777777777779	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K34	F1	77.10843373493975	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K35	Sensitivity	71.11111111111111	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
